Co_20_3_int5.xyz -7.83
Co_20_4_int5.xyz -32.82
Co_20_5_int5.xyz -26.22
Co_20_6_int5.xyz -18.11
Co_20_7_int5.xyz -5.65
Co_20_8_int5.xyz -29.14
Co_20_9_int5.xyz -25.23
Co_20_10_int5.xyz -27.10
Co_20_11_int5.xyz -25.67
Co_20_12_int5.xyz -22.79
Co_20_13_int5.xyz -21.75
Co_20_14_int5.xyz -27.75
Co_20_15_int5.xyz -2.89
Co_20_16_int5.xyz -29.39
Co_20_17_int5.xyz -28.65
Co_20_18_int5.xyz -29.29
Co_20_19_int5.xyz -27.49
Co_20_20_int5.xyz -24.38
Co_20_21_int5.xyz -19.06
Co_21_0_int5.xyz -26.00
Co_21_1_int5.xyz -21.03
Co_21_2_int5.xyz -24.16
Co_21_3_int5.xyz -14.81
Co_21_4_int5.xyz -22.44
Co_21_5_int5.xyz -24.57
Co_21_6_int5.xyz -24.22
Co_21_8_int5.xyz -26.23
Co_21_9_int5.xyz -26.27
Co_21_10_int5.xyz -31.21
Co_21_11_int5.xyz -23.12
Co_21_12_int5.xyz -25.14
Co_21_13_int5.xyz -14.23
Co_21_14_int5.xyz -32.72
Co_21_15_int5.xyz -10.21
Co_21_16_int5.xyz -33.28
Co_21_17_int5.xyz -27.82
Co_21_18_int5.xyz -23.96
Co_21_19_int5.xyz -16.87
Co_21_20_int5.xyz -18.72
Co_21_21_int5.xyz -16.25
Co_21_22_int5.xyz -11.97
Co_22_0_int5.xyz -30.40
Co_22_1_int5.xyz -11.90
Co_22_2_int5.xyz -9.60
Co_22_3_int5.xyz -14.98
Co_22_4_int5.xyz -27.23
Co_22_5_int5.xyz -25.96
Co_22_6_int5.xyz -22.51
Co_22_8_int5.xyz -23.87
Co_22_9_int5.xyz -27.99
Co_22_10_int5.xyz -25.45
Co_22_11_int5.xyz -20.95
Co_22_12_int5.xyz -25.47
Co_22_13_int5.xyz -6.80
Co_22_14_int5.xyz -22.59
Co_22_16_int5.xyz -28.89
Co_22_17_int5.xyz -23.22
Co_22_18_int5.xyz -17.12
Co_22_19_int5.xyz -30.44
Co_22_20_int5.xyz -21.71
Co_22_21_int5.xyz -23.92
Co_22_22_int5.xyz -12.38
Rh_0_0_int5.xyz -16.49
Rh_0_1_int5.xyz -15.51
Rh_0_2_int5.xyz -14.15
Rh_0_3_int5.xyz -5.30
Rh_0_4_int5.xyz -17.45
Rh_0_5_int5.xyz -10.15
Rh_0_6_int5.xyz -18.98
Rh_0_7_int5.xyz -7.22
Rh_0_8_int5.xyz -15.67
Rh_0_9_int5.xyz -18.89
Rh_0_10_int5.xyz -16.55
Rh_0_11_int5.xyz -21.39
Rh_0_12_int5.xyz -14.04
Rh_0_13_int5.xyz -10.80
Rh_0_14_int5.xyz -17.24
Rh_0_15_int5.xyz -8.99
Rh_0_16_int5.xyz -13.04
Rh_0_17_int5.xyz -15.28
Rh_0_18_int5.xyz -11.18
Rh_0_19_int5.xyz -16.19
Rh_0_20_int5.xyz -7.86
Rh_0_21_int5.xyz -13.13
Rh_0_22_int5.xyz -7.27
Rh_1_0_int5.xyz -16.55
Rh_1_1_int5.xyz -13.65
Rh_1_2_int5.xyz -9.97
Rh_1_3_int5.xyz -8.54
Rh_1_4_int5.xyz -17.72
Rh_1_5_int5.xyz -9.12
Rh_1_6_int5.xyz -9.73
Rh_1_7_int5.xyz 7.65
Rh_1_8_int5.xyz -15.07
Rh_1_9_int5.xyz -12.81
Rh_1_10_int5.xyz -16.52
Rh_1_11_int5.xyz -16.13
Rh_1_12_int5.xyz -15.06
Rh_1_13_int5.xyz -4.97
Rh_1_14_int5.xyz -14.98
Rh_1_16_int5.xyz -11.25
Rh_1_17_int5.xyz -9.57
Rh_1_18_int5.xyz -9.39
Rh_1_19_int5.xyz -13.43
Rh_1_20_int5.xyz -9.66
Rh_1_21_int5.xyz -10.61
Rh_1_22_int5.xyz -8.62
Rh_2_0_int5.xyz -12.77
Rh_2_1_int5.xyz -10.73
Rh_2_2_int5.xyz -8.10
Rh_2_3_int5.xyz -8.97
Rh_2_4_int5.xyz -9.81
Rh_2_5_int5.xyz -5.66
Rh_2_6_int5.xyz -10.55
Rh_2_7_int5.xyz -2.71
Rh_2_8_int5.xyz -11.33
Rh_2_9_int5.xyz -15.58
Rh_2_10_int5.xyz -16.89
Rh_2_11_int5.xyz -17.03
Rh_2_12_int5.xyz -13.83
Rh_2_13_int5.xyz -9.73
Rh_2_14_int5.xyz -13.23
Rh_2_16_int5.xyz -12.77
Rh_2_17_int5.xyz -10.77
Rh_2_18_int5.xyz -6.59
Rh_2_19_int5.xyz -6.00
Rh_2_20_int5.xyz -3.50
Rh_2_21_int5.xyz 3.20
Rh_2_22_int5.xyz -5.29
Rh_3_0_int5.xyz -12.10
Rh_3_1_int5.xyz -11.48
Rh_3_2_int5.xyz -10.65
Rh_3_3_int5.xyz -4.18
Rh_3_4_int5.xyz -15.76
Rh_3_5_int5.xyz -11.79
Rh_3_6_int5.xyz -10.12
Rh_3_8_int5.xyz -10.80
Rh_3_9_int5.xyz -15.19
Rh_3_10_int5.xyz -11.16
Rh_3_11_int5.xyz -13.12
Rh_3_12_int5.xyz -9.42
Rh_3_13_int5.xyz 0.69
Rh_3_14_int5.xyz -13.71
Rh_3_16_int5.xyz -14.79
Rh_3_17_int5.xyz -12.68
Rh_3_18_int5.xyz -6.86
Rh_3_19_int5.xyz -10.48
Rh_3_20_int5.xyz -0.07
Rh_3_21_int5.xyz -4.51
Rh_3_22_int5.xyz 3.52
Rh_4_0_int5.xyz -16.65
Rh_4_1_int5.xyz -13.60
Rh_4_2_int5.xyz -12.27
Rh_4_3_int5.xyz -8.13
Rh_4_4_int5.xyz -12.73
Rh_4_5_int5.xyz -15.93
Rh_4_6_int5.xyz -15.47
Rh_4_7_int5.xyz -5.17
Rh_4_8_int5.xyz -14.02
Rh_4_9_int5.xyz -11.90
Rh_4_10_int5.xyz -14.39
Rh_4_11_int5.xyz -16.00
Rh_4_12_int5.xyz -16.47
Rh_4_13_int5.xyz 0.16
Rh_4_14_int5.xyz -15.55
Rh_4_16_int5.xyz -19.32
Rh_4_17_int5.xyz -18.84
Rh_4_18_int5.xyz -17.84
Rh_4_19_int5.xyz -19.34
Rh_4_20_int5.xyz -10.33
Rh_4_21_int5.xyz -10.61
Rh_4_22_int5.xyz 0.97
Rh_5_0_int5.xyz -18.20
Rh_5_1_int5.xyz -10.94
Rh_5_2_int5.xyz -8.48
Rh_5_3_int5.xyz -4.02
Rh_5_4_int5.xyz -16.41
Rh_5_5_int5.xyz -12.80
Rh_5_6_int5.xyz -14.93
Rh_5_7_int5.xyz 7.22
Rh_5_8_int5.xyz -15.68
Rh_5_9_int5.xyz -14.83
Rh_5_10_int5.xyz -19.79
Rh_5_11_int5.xyz -17.97
Rh_5_12_int5.xyz -16.93
Rh_5_13_int5.xyz -0.95
Rh_5_14_int5.xyz -12.07
Rh_5_16_int5.xyz -17.45
Rh_5_17_int5.xyz -13.78
Rh_5_18_int5.xyz -16.27
Rh_5_19_int5.xyz -18.35
Rh_5_20_int5.xyz -12.99
Rh_5_21_int5.xyz -14.08
Rh_5_22_int5.xyz -3.82
Rh_6_0_int5.xyz -15.44
Rh_6_1_int5.xyz -11.33
Rh_6_2_int5.xyz -7.61
Rh_6_3_int5.xyz -8.83
Rh_6_4_int5.xyz -12.76
Rh_6_5_int5.xyz -15.42
Rh_6_6_int5.xyz -11.10
Rh_6_7_int5.xyz 7.16
Rh_6_8_int5.xyz -16.27
Rh_6_9_int5.xyz -12.41
Rh_6_10_int5.xyz -15.68
Rh_6_11_int5.xyz -9.40
Rh_6_12_int5.xyz -22.29
Rh_6_13_int5.xyz -12.39
Rh_6_14_int5.xyz -18.74
Rh_6_15_int5.xyz -11.73
Rh_6_16_int5.xyz -20.46
Rh_6_17_int5.xyz -17.66
Rh_6_18_int5.xyz -22.68
Rh_6_19_int5.xyz -17.30
Rh_6_20_int5.xyz -19.49
Rh_6_21_int5.xyz -9.87
Rh_6_22_int5.xyz -6.88
Rh_7_0_int5.xyz -16.49
Rh_7_1_int5.xyz -2.45
Rh_7_2_int5.xyz -16.77
Rh_7_3_int5.xyz 10.21
Rh_7_4_int5.xyz -8.61
Rh_7_5_int5.xyz -4.92
Rh_7_6_int5.xyz -6.05
Rh_7_8_int5.xyz 1.03
Rh_7_9_int5.xyz -4.86
Rh_7_10_int5.xyz -4.91
Rh_7_11_int5.xyz -7.88
Rh_7_12_int5.xyz -4.91
Rh_7_14_int5.xyz -7.14
Rh_7_16_int5.xyz -8.71
Rh_7_17_int5.xyz -3.15
Rh_7_18_int5.xyz -7.76
Rh_7_21_int5.xyz -2.19
Rh_7_22_int5.xyz -4.89
Rh_8_0_int5.xyz -17.54
Rh_8_1_int5.xyz -18.61
Rh_8_2_int5.xyz -5.78
Rh_8_3_int5.xyz -21.62
Rh_8_4_int5.xyz -17.60
